Country_0,Country_1,Country_2,Country_3,Country_4,Country_5,Country_6,Country_7,Country_8,Mental _hospitals,health_units,outpatient _facilities,day _treatment,residential_facilities,Psychiatrists,Nurses,Social_workers,Psychologists,Happiness Score,Lower Confidence Interval,Upper Confidence Interval,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,population, 80_above, 70to79, 60to69 , 50to59 , 40to49, 30to39, 20to29, 10to19,Sex_Female,Sex_Male
0,0,0,0,0,1,1,0,0,0.2,0.063,0.116,0.285,0.6730526315789473,13.504,12.5657205882353,2.612166666666667,5.5139999999999985,5.8020000000000005,5.723,5.881,1.1306200000000002,1.04993,0.6310399999999999,0.29091,0.17457,0.13942000000000002,2.3858200000000003,4511,0.060685,0.04503,0.054557,0.07391,0.07823400000000001,0.06435,0.031152,0.007794,1,0
0,0,0,0,0,1,1,0,0,0.2,0.063,0.116,0.285,0.6730526315789473,13.504,12.5657205882353,2.612166666666667,5.5139999999999985,5.8020000000000005,5.723,5.881,1.1306200000000002,1.04993,0.6310399999999999,0.29091,0.17457,0.13942000000000002,2.3858200000000003,3825,0.078802,0.143616,0.27948399999999995,0.49942200000000003,0.42873600000000006,0.37512,0.22125499999999995,0.034656,0,1
0,0,0,0,0,1,1,0,1,0.23452777777777778,0.2929878048780487,1.3035733333333335,1.0704390243902437,0.6730526315789473,4.615691358024691,12.5657205882353,2.612166666666667,11.07801515151515,6.9289999999999985,6.8610000000000015,6.997000000000001,1.42539,1.05249,0.8195899999999999,0.51354,0.26248,0.2424,2.61355,10054,0.340692,0.2299,0.311696,0.5129239999999999,0.45134100000000005,0.271206,0.18907400000000002,0.04536,0,0
0,0,0,0,0,1,1,0,1,0.23452777777777778,0.2929878048780487,1.3035733333333335,1.0704390243902437,0.6730526315789473,4.615691358024691,12.5657205882353,2.612166666666667,11.07801515151515,6.9289999999999985,6.8610000000000015,6.997000000000001,1.42539,1.05249,0.8195899999999999,0.51354,0.26248,0.2424,2.61355,5130,0.17460299999999998,0.08976800000000001,0.107406,0.17864899999999997,0.133584,0.06224400000000001,0.0392,0.012915,1,0
0,0,0,0,0,1,1,0,1,0.23452777777777778,0.2929878048780487,1.3035733333333335,1.0704390243902437,0.6730526315789473,4.615691358024691,12.5657205882353,2.612166666666667,11.07801515151515,6.9289999999999985,6.8610000000000015,6.997000000000001,1.42539,1.05249,0.8195899999999999,0.51354,0.26248,0.2424,2.61355,4923,0.165858,0.140616,0.204375,0.33481799999999995,0.317982,0.208962,0.14931,0.031605,0,1
0,0,0,0,0,1,1,1,0,0.23452777777777778,1.948,2.227,0.278,0.278,1.392,3.34,2.612166666666667,1.113,5.956,5.71,6.202000000000001,0.87616,0.68655,0.45569,0.51231,0.10771,0.23684,3.08039,290,0.0006719999999999999,0.00126,0.002114,0.002835,0.002808,0.00208,0.00378,0.0021839999999999997,0,0
0,0,0,0,0,1,1,1,0,0.23452777777777778,1.948,2.227,0.278,0.278,1.392,3.34,2.612166666666667,1.113,5.956,5.71,6.202000000000001,0.87616,0.68655,0.45569,0.51231,0.10771,0.23684,3.08039,146,0.00020800000000000001,0.00021,0.000287,0.00042,0.00038,0.00016199999999999998,0.00063,0.00076,1,0
0,0,0,0,0,1,1,1,0,0.23452777777777778,1.948,2.227,0.278,0.278,1.392,3.34,2.612166666666667,1.113,5.956,5.71,6.202000000000001,0.87616,0.68655,0.45569,0.51231,0.10771,0.23684,3.08039,145,0.000724,0.00116,0.0018129999999999997,0.0024920000000000003,0.002432,0.0019,0.00306,0.0014,0,1
0,0,0,0,0,1,1,1,1,0.23452777777777778,0.2929878048780487,1.3035733333333335,1.0704390243902437,0.6730526315789473,4.615691358024691,12.5657205882353,2.612166666666667,11.07801515151515,3.484,3.404,3.564,0.39499,0.10419,0.21028,0.39747,0.06681000000000001,0.2018,2.10812,7550,0.0423,0.10026399999999999,0.11968200000000001,0.13769,0.134628,0.17500100000000002,0.25522,0.112635,0,0
0,0,0,0,0,1,1,1,1,0.23452777777777778,0.2929878048780487,1.3035733333333335,1.0704390243902437,0.6730526315789473,4.615691358024691,12.5657205882353,2.612166666666667,11.07801515151515,3.484,3.404,3.564,0.39499,0.10419,0.21028,0.39747,0.06681000000000001,0.2018,2.10812,3816,0.016124,0.04442599999999999,0.049404,0.048763999999999995,0.03969,0.03937,0.055327,0.029664,1,0
0,0,0,0,0,1,1,1,1,0.23452777777777778,0.2929878048780487,1.3035733333333335,1.0704390243902437,0.6730526315789473,4.615691358024691,12.5657205882353,2.612166666666667,11.07801515151515,3.484,3.404,3.564,0.39499,0.10419,0.21028,0.39747,0.06681000000000001,0.2018,2.10812,3734,0.024888,0.055147999999999996,0.070477,0.08877,0.09559800000000002,0.13478400000000001,0.199688,0.083688,0,1
0,0,0,0,1,0,0,0,0,0.23452777777777778,0.127,3.556,1.0704390243902437,0.6730526315789473,0.508,0.127,2.612166666666667,11.07801515151515,5.1960000000000015,5.138,5.254,0.8527,0.90836,0.49759,0.46074,0.1616,0.4854600000000001,1.82916,609,0.0015119999999999999,0.00274,0.004158,0.008313000000000001,0.015054000000000001,0.02328,0.020925,0.007056000000000001,0,0
0,0,0,0,1,0,0,0,0,0.23452777777777778,0.127,3.556,1.0704390243902437,0.6730526315789473,0.508,0.127,2.612166666666667,11.07801515151515,5.1960000000000015,5.138,5.254,0.8527,0.90836,0.49759,0.46074,0.1616,0.4854600000000001,1.82916,284,0.000231,0.000864,0.00168,0.0031679999999999994,0.00522,0.0077220000000000006,0.0073,0.00322,1,0
0,0,0,0,1,0,0,0,0,0.23452777777777778,0.127,3.556,1.0704390243902437,0.6730526315789473,0.508,0.127,2.612166666666667,11.07801515151515,5.1960000000000015,5.138,5.254,0.8527,0.90836,0.49759,0.46074,0.1616,0.4854600000000001,1.82916,323,0.001148,0.0018810000000000003,0.002484,0.005103,0.009786,0.015378,0.013693999999999998,0.0037960000000000003,0,1
0,0,0,0,1,0,0,0,1,0.23452777777777778,0.2929878048780487,1.3035733333333335,1.0704390243902437,0.6730526315789473,4.615691358024691,12.5657205882353,2.612166666666667,11.07801515151515,5.1629999999999985,5.063,5.263,0.93383,0.64367,0.7076600000000001,0.09511,0.0,0.29889,2.48406,3048,0.01974,0.04743200000000001,0.053085999999999994,0.06506700000000001,0.051503999999999994,0.032361,0.016301999999999997,0.006613,0,0
0,0,0,0,1,0,0,0,1,0.23452777777777778,0.2929878048780487,1.3035733333333335,1.0704390243902437,0.6730526315789473,4.615691358024691,12.5657205882353,2.612166666666667,11.07801515151515,5.1629999999999985,5.063,5.263,0.93383,0.64367,0.7076600000000001,0.09511,0.0,0.29889,2.48406,1563,0.005625999999999999,0.012298,0.009324,0.014742,0.009009,0.006635999999999999,0.002508,0.00152,1,0
0,0,0,0,1,0,0,0,1,0.23452777777777778,0.2929878048780487,1.3035733333333335,1.0704390243902437,0.6730526315789473,4.615691358024691,12.5657205882353,2.612166666666667,11.07801515151515,5.1629999999999985,5.063,5.263,0.93383,0.64367,0.7076600000000001,0.09511,0.0,0.29889,2.48406,1485,0.014525,0.0349,0.044492,0.049408,0.043056,0.02548,0.01364,0.004975,0,1
